"track_name","artist.s._name","artist_count","released_year","released_month","released_day","in_spotify_playlists","in_spotify_charts","streams","in_apple_playlists","in_apple_charts","in_deezer_playlists","in_deezer_charts","in_shazam_charts","bpm","key","mode","danceability_.","valence_.","energy_.","acousticness_.","instrumentalness_.","liveness_.","speechiness_.","artist_mb","artist_lastfm","country_mb","country_lastfm","tags_lastfm"
"Kill Bill","SZA",1,2022,12,8,8109,77,"1163093654",183,162,"161",12,"187",89,"G#","Major",64,43,73,5,17,16,4,"sza","SZA","United States","Jersey; United States","soul; electronic; rnb; alternative rnb; female vocalists; Neo-Soul; alternative; american; seen live; Hip-Hop; indie; r&b; Neo Soul; tde; glitter trap; pop; trap; wonky; electronica; dream pop; synthpop; female vocalist; Missouri; rhythm & blues; future rnb; trip-hop; female; downtempo; singer-songwriter; 10s; new jersey; st louis; r'n'b; contemporary rnb; contemporary r&b; sza; perfect vocalists; rap; ambient; experimental; USA; urban; Psychedelic Soul; funk; underground hip-hop; psychedelic; Dreamy; ethereal; f; wishlist; jazzy; queer; rhythm and blues; chillwave; pop rap; 2010s; songwriting; witch house; us; america; alternative soul; All; disappointing; cloud rap; Pussy; neosoul; list; kendrick lamar; saint louis; scorpio; to try; electro soul; Maplewood; newbreed; futuregaze; indie soul; Popstep; rhythm'n'blues; again; jay rock; neo-sul; schoolboy q; Ab-Soul; soultronica; 2 times; isaiah rashad; musical journey to the ends of time; hameryka; underground soul; robertitus coleccion; glyph; best curls; alternative rhythm and blues; alternative R&B; eats tylenol like a muthufuka; scott moyer; buckets and baskets; 9876543210; 3 and 5 and 7 and 9; crnb"
"SOS","SZA",1,2022,12,9,827,0,"73981293",6,18,"1",0,"0",119,"G","Minor",51,51,66,67,0,9,23,"sza","SZA","United States","Jersey; United States","soul; electronic; rnb; alternative rnb; female vocalists; Neo-Soul; alternative; american; seen live; Hip-Hop; indie; r&b; Neo Soul; tde; glitter trap; pop; trap; wonky; electronica; dream pop; synthpop; female vocalist; Missouri; rhythm & blues; future rnb; trip-hop; female; downtempo; singer-songwriter; 10s; new jersey; st louis; r'n'b; contemporary rnb; contemporary r&b; sza; perfect vocalists; rap; ambient; experimental; USA; urban; Psychedelic Soul; funk; underground hip-hop; psychedelic; Dreamy; ethereal; f; wishlist; jazzy; queer; rhythm and blues; chillwave; pop rap; 2010s; songwriting; witch house; us; america; alternative soul; All; disappointing; cloud rap; Pussy; neosoul; list; kendrick lamar; saint louis; scorpio; to try; electro soul; Maplewood; newbreed; futuregaze; indie soul; Popstep; rhythm'n'blues; again; jay rock; neo-sul; schoolboy q; Ab-Soul; soultronica; 2 times; isaiah rashad; musical journey to the ends of time; hameryka; underground soul; robertitus coleccion; glyph; best curls; alternative rhythm and blues; alternative R&B; eats tylenol like a muthufuka; scott moyer; buckets and baskets; 9876543210; 3 and 5 and 7 and 9; crnb"
"Nobody Gets Me","SZA",1,2022,12,9,2536,6,"284908316",59,100,"58",13,"2",100,"G","Major",36,28,28,81,0,18,3,"sza","SZA","United States","Jersey; United States","soul; electronic; rnb; alternative rnb; female vocalists; Neo-Soul; alternative; american; seen live; Hip-Hop; indie; r&b; Neo Soul; tde; glitter trap; pop; trap; wonky; electronica; dream pop; synthpop; female vocalist; Missouri; rhythm & blues; future rnb; trip-hop; female; downtempo; singer-songwriter; 10s; new jersey; st louis; r'n'b; contemporary rnb; contemporary r&b; sza; perfect vocalists; rap; ambient; experimental; USA; urban; Psychedelic Soul; funk; underground hip-hop; psychedelic; Dreamy; ethereal; f; wishlist; jazzy; queer; rhythm and blues; chillwave; pop rap; 2010s; songwriting; witch house; us; america; alternative soul; All; disappointing; cloud rap; Pussy; neosoul; list; kendrick lamar; saint louis; scorpio; to try; electro soul; Maplewood; newbreed; futuregaze; indie soul; Popstep; rhythm'n'blues; again; jay rock; neo-sul; schoolboy q; Ab-Soul; soultronica; 2 times; isaiah rashad; musical journey to the ends of time; hameryka; underground soul; robertitus coleccion; glyph; best curls; alternative rhythm and blues; alternative R&B; eats tylenol like a muthufuka; scott moyer; buckets and baskets; 9876543210; 3 and 5 and 7 and 9; crnb"
"Love Language","SZA",1,2022,12,9,1127,0,"110849052",16,63,"8",0,"0",65,"A","Minor",71,55,26,85,0,13,8,"sza","SZA","United States","Jersey; United States","soul; electronic; rnb; alternative rnb; female vocalists; Neo-Soul; alternative; american; seen live; Hip-Hop; indie; r&b; Neo Soul; tde; glitter trap; pop; trap; wonky; electronica; dream pop; synthpop; female vocalist; Missouri; rhythm & blues; future rnb; trip-hop; female; downtempo; singer-songwriter; 10s; new jersey; st louis; r'n'b; contemporary rnb; contemporary r&b; sza; perfect vocalists; rap; ambient; experimental; USA; urban; Psychedelic Soul; funk; underground hip-hop; psychedelic; Dreamy; ethereal; f; wishlist; jazzy; queer; rhythm and blues; chillwave; pop rap; 2010s; songwriting; witch house; us; america; alternative soul; All; disappointing; cloud rap; Pussy; neosoul; list; kendrick lamar; saint louis; scorpio; to try; electro soul; Maplewood; newbreed; futuregaze; indie soul; Popstep; rhythm'n'blues; again; jay rock; neo-sul; schoolboy q; Ab-Soul; soultronica; 2 times; isaiah rashad; musical journey to the ends of time; hameryka; underground soul; robertitus coleccion; glyph; best curls; alternative rhythm and blues; alternative R&B; eats tylenol like a muthufuka; scott moyer; buckets and baskets; 9876543210; 3 and 5 and 7 and 9; crnb"
"F2F","SZA",1,2022,12,9,989,0,"67540165",5,9,"1",0,"0",90,"D","Major",53,47,74,9,0,34,4,"sza","SZA","United States","Jersey; United States","soul; electronic; rnb; alternative rnb; female vocalists; Neo-Soul; alternative; american; seen live; Hip-Hop; indie; r&b; Neo Soul; tde; glitter trap; pop; trap; wonky; electronica; dream pop; synthpop; female vocalist; Missouri; rhythm & blues; future rnb; trip-hop; female; downtempo; singer-songwriter; 10s; new jersey; st louis; r'n'b; contemporary rnb; contemporary r&b; sza; perfect vocalists; rap; ambient; experimental; USA; urban; Psychedelic Soul; funk; underground hip-hop; psychedelic; Dreamy; ethereal; f; wishlist; jazzy; queer; rhythm and blues; chillwave; pop rap; 2010s; songwriting; witch house; us; america; alternative soul; All; disappointing; cloud rap; Pussy; neosoul; list; kendrick lamar; saint louis; scorpio; to try; electro soul; Maplewood; newbreed; futuregaze; indie soul; Popstep; rhythm'n'blues; again; jay rock; neo-sul; schoolboy q; Ab-Soul; soultronica; 2 times; isaiah rashad; musical journey to the ends of time; hameryka; underground soul; robertitus coleccion; glyph; best curls; alternative rhythm and blues; alternative R&B; eats tylenol like a muthufuka; scott moyer; buckets and baskets; 9876543210; 3 and 5 and 7 and 9; crnb"
"Far","SZA",1,2022,12,9,680,0,"51641685",2,15,"1",0,"0",116,"D","Major",61,48,55,67,0,16,8,"sza","SZA","United States","Jersey; United States","soul; electronic; rnb; alternative rnb; female vocalists; Neo-Soul; alternative; american; seen live; Hip-Hop; indie; r&b; Neo Soul; tde; glitter trap; pop; trap; wonky; electronica; dream pop; synthpop; female vocalist; Missouri; rhythm & blues; future rnb; trip-hop; female; downtempo; singer-songwriter; 10s; new jersey; st louis; r'n'b; contemporary rnb; contemporary r&b; sza; perfect vocalists; rap; ambient; experimental; USA; urban; Psychedelic Soul; funk; underground hip-hop; psychedelic; Dreamy; ethereal; f; wishlist; jazzy; queer; rhythm and blues; chillwave; pop rap; 2010s; songwriting; witch house; us; america; alternative soul; All; disappointing; cloud rap; Pussy; neosoul; list; kendrick lamar; saint louis; scorpio; to try; electro soul; Maplewood; newbreed; futuregaze; indie soul; Popstep; rhythm'n'blues; again; jay rock; neo-sul; schoolboy q; Ab-Soul; soultronica; 2 times; isaiah rashad; musical journey to the ends of time; hameryka; underground soul; robertitus coleccion; glyph; best curls; alternative rhythm and blues; alternative R&B; eats tylenol like a muthufuka; scott moyer; buckets and baskets; 9876543210; 3 and 5 and 7 and 9; crnb"
"Shirt","SZA",1,2022,10,28,3469,0,"309653982",71,95,"31",0,"2",120,"D#","Minor",82,55,45,15,3,9,10,"sza","SZA","United States","Jersey; United States","soul; electronic; rnb; alternative rnb; female vocalists; Neo-Soul; alternative; american; seen live; Hip-Hop; indie; r&b; Neo Soul; tde; glitter trap; pop; trap; wonky; electronica; dream pop; synthpop; female vocalist; Missouri; rhythm & blues; future rnb; trip-hop; female; downtempo; singer-songwriter; 10s; new jersey; st louis; r'n'b; contemporary rnb; contemporary r&b; sza; perfect vocalists; rap; ambient; experimental; USA; urban; Psychedelic Soul; funk; underground hip-hop; psychedelic; Dreamy; ethereal; f; wishlist; jazzy; queer; rhythm and blues; chillwave; pop rap; 2010s; songwriting; witch house; us; america; alternative soul; All; disappointing; cloud rap; Pussy; neosoul; list; kendrick lamar; saint louis; scorpio; to try; electro soul; Maplewood; newbreed; futuregaze; indie soul; Popstep; rhythm'n'blues; again; jay rock; neo-sul; schoolboy q; Ab-Soul; soultronica; 2 times; isaiah rashad; musical journey to the ends of time; hameryka; underground soul; robertitus coleccion; glyph; best curls; alternative rhythm and blues; alternative R&B; eats tylenol like a muthufuka; scott moyer; buckets and baskets; 9876543210; 3 and 5 and 7 and 9; crnb"
"Conceited","SZA",1,2022,12,9,899,0,"56870689",2,14,"2",0,"0",150,"C#","Major",79,77,46,5,0,11,7,"sza","SZA","United States","Jersey; United States","soul; electronic; rnb; alternative rnb; female vocalists; Neo-Soul; alternative; american; seen live; Hip-Hop; indie; r&b; Neo Soul; tde; glitter trap; pop; trap; wonky; electronica; dream pop; synthpop; female vocalist; Missouri; rhythm & blues; future rnb; trip-hop; female; downtempo; singer-songwriter; 10s; new jersey; st louis; r'n'b; contemporary rnb; contemporary r&b; sza; perfect vocalists; rap; ambient; experimental; USA; urban; Psychedelic Soul; funk; underground hip-hop; psychedelic; Dreamy; ethereal; f; wishlist; jazzy; queer; rhythm and blues; chillwave; pop rap; 2010s; songwriting; witch house; us; america; alternative soul; All; disappointing; cloud rap; Pussy; neosoul; list; kendrick lamar; saint louis; scorpio; to try; electro soul; Maplewood; newbreed; futuregaze; indie soul; Popstep; rhythm'n'blues; again; jay rock; neo-sul; schoolboy q; Ab-Soul; soultronica; 2 times; isaiah rashad; musical journey to the ends of time; hameryka; underground soul; robertitus coleccion; glyph; best curls; alternative rhythm and blues; alternative R&B; eats tylenol like a muthufuka; scott moyer; buckets and baskets; 9876543210; 3 and 5 and 7 and 9; crnb"
"Good Days","SZA",1,2020,12,24,10426,2,"826623384",133,109,"182",1,"10",121,"C#","Minor",46,53,78,23,0,72,6,"sza","SZA","United States","Jersey; United States","soul; electronic; rnb; alternative rnb; female vocalists; Neo-Soul; alternative; american; seen live; Hip-Hop; indie; r&b; Neo Soul; tde; glitter trap; pop; trap; wonky; electronica; dream pop; synthpop; female vocalist; Missouri; rhythm & blues; future rnb; trip-hop; female; downtempo; singer-songwriter; 10s; new jersey; st louis; r'n'b; contemporary rnb; contemporary r&b; sza; perfect vocalists; rap; ambient; experimental; USA; urban; Psychedelic Soul; funk; underground hip-hop; psychedelic; Dreamy; ethereal; f; wishlist; jazzy; queer; rhythm and blues; chillwave; pop rap; 2010s; songwriting; witch house; us; america; alternative soul; All; disappointing; cloud rap; Pussy; neosoul; list; kendrick lamar; saint louis; scorpio; to try; electro soul; Maplewood; newbreed; futuregaze; indie soul; Popstep; rhythm'n'blues; again; jay rock; neo-sul; schoolboy q; Ab-Soul; soultronica; 2 times; isaiah rashad; musical journey to the ends of time; hameryka; underground soul; robertitus coleccion; glyph; best curls; alternative rhythm and blues; alternative R&B; eats tylenol like a muthufuka; scott moyer; buckets and baskets; 9876543210; 3 and 5 and 7 and 9; crnb"
"I Hate U","SZA",1,2021,12,3,4094,0,"356709897",66,96,"43",0,"0",107,"G","Minor",54,41,39,51,0,11,16,"sza","SZA","United States","Jersey; United States","soul; electronic; rnb; alternative rnb; female vocalists; Neo-Soul; alternative; american; seen live; Hip-Hop; indie; r&b; Neo Soul; tde; glitter trap; pop; trap; wonky; electronica; dream pop; synthpop; female vocalist; Missouri; rhythm & blues; future rnb; trip-hop; female; downtempo; singer-songwriter; 10s; new jersey; st louis; r'n'b; contemporary rnb; contemporary r&b; sza; perfect vocalists; rap; ambient; experimental; USA; urban; Psychedelic Soul; funk; underground hip-hop; psychedelic; Dreamy; ethereal; f; wishlist; jazzy; queer; rhythm and blues; chillwave; pop rap; 2010s; songwriting; witch house; us; america; alternative soul; All; disappointing; cloud rap; Pussy; neosoul; list; kendrick lamar; saint louis; scorpio; to try; electro soul; Maplewood; newbreed; futuregaze; indie soul; Popstep; rhythm'n'blues; again; jay rock; neo-sul; schoolboy q; Ab-Soul; soultronica; 2 times; isaiah rashad; musical journey to the ends of time; hameryka; underground soul; robertitus coleccion; glyph; best curls; alternative rhythm and blues; alternative R&B; eats tylenol like a muthufuka; scott moyer; buckets and baskets; 9876543210; 3 and 5 and 7 and 9; crnb"
"Low","SZA",1,2022,12,9,1911,0,"272377463",23,71,"14",0,"9",145,"","Minor",70,34,55,43,0,16,6,"sza","SZA","United States","Jersey; United States","soul; electronic; rnb; alternative rnb; female vocalists; Neo-Soul; alternative; american; seen live; Hip-Hop; indie; r&b; Neo Soul; tde; glitter trap; pop; trap; wonky; electronica; dream pop; synthpop; female vocalist; Missouri; rhythm & blues; future rnb; trip-hop; female; downtempo; singer-songwriter; 10s; new jersey; st louis; r'n'b; contemporary rnb; contemporary r&b; sza; perfect vocalists; rap; ambient; experimental; USA; urban; Psychedelic Soul; funk; underground hip-hop; psychedelic; Dreamy; ethereal; f; wishlist; jazzy; queer; rhythm and blues; chillwave; pop rap; 2010s; songwriting; witch house; us; america; alternative soul; All; disappointing; cloud rap; Pussy; neosoul; list; kendrick lamar; saint louis; scorpio; to try; electro soul; Maplewood; newbreed; futuregaze; indie soul; Popstep; rhythm'n'blues; again; jay rock; neo-sul; schoolboy q; Ab-Soul; soultronica; 2 times; isaiah rashad; musical journey to the ends of time; hameryka; underground soul; robertitus coleccion; glyph; best curls; alternative rhythm and blues; alternative R&B; eats tylenol like a muthufuka; scott moyer; buckets and baskets; 9876543210; 3 and 5 and 7 and 9; crnb"
"Notice Me","SZA",1,2022,12,9,819,0,"62019074",14,22,"0",0,"0",160,"F","Major",72,78,68,28,0,11,12,"sza","SZA","United States","Jersey; United States","soul; electronic; rnb; alternative rnb; female vocalists; Neo-Soul; alternative; american; seen live; Hip-Hop; indie; r&b; Neo Soul; tde; glitter trap; pop; trap; wonky; electronica; dream pop; synthpop; female vocalist; Missouri; rhythm & blues; future rnb; trip-hop; female; downtempo; singer-songwriter; 10s; new jersey; st louis; r'n'b; contemporary rnb; contemporary r&b; sza; perfect vocalists; rap; ambient; experimental; USA; urban; Psychedelic Soul; funk; underground hip-hop; psychedelic; Dreamy; ethereal; f; wishlist; jazzy; queer; rhythm and blues; chillwave; pop rap; 2010s; songwriting; witch house; us; america; alternative soul; All; disappointing; cloud rap; Pussy; neosoul; list; kendrick lamar; saint louis; scorpio; to try; electro soul; Maplewood; newbreed; futuregaze; indie soul; Popstep; rhythm'n'blues; again; jay rock; neo-sul; schoolboy q; Ab-Soul; soultronica; 2 times; isaiah rashad; musical journey to the ends of time; hameryka; underground soul; robertitus coleccion; glyph; best curls; alternative rhythm and blues; alternative R&B; eats tylenol like a muthufuka; scott moyer; buckets and baskets; 9876543210; 3 and 5 and 7 and 9; crnb"
"Seek & Destroy","SZA",1,2022,12,9,1007,0,"98709329",5,31,"1",0,"0",152,"C#","Major",65,35,65,44,18,21,7,"sza","SZA","United States","Jersey; United States","soul; electronic; rnb; alternative rnb; female vocalists; Neo-Soul; alternative; american; seen live; Hip-Hop; indie; r&b; Neo Soul; tde; glitter trap; pop; trap; wonky; electronica; dream pop; synthpop; female vocalist; Missouri; rhythm & blues; future rnb; trip-hop; female; downtempo; singer-songwriter; 10s; new jersey; st louis; r'n'b; contemporary rnb; contemporary r&b; sza; perfect vocalists; rap; ambient; experimental; USA; urban; Psychedelic Soul; funk; underground hip-hop; psychedelic; Dreamy; ethereal; f; wishlist; jazzy; queer; rhythm and blues; chillwave; pop rap; 2010s; songwriting; witch house; us; america; alternative soul; All; disappointing; cloud rap; Pussy; neosoul; list; kendrick lamar; saint louis; scorpio; to try; electro soul; Maplewood; newbreed; futuregaze; indie soul; Popstep; rhythm'n'blues; again; jay rock; neo-sul; schoolboy q; Ab-Soul; soultronica; 2 times; isaiah rashad; musical journey to the ends of time; hameryka; underground soul; robertitus coleccion; glyph; best curls; alternative rhythm and blues; alternative R&B; eats tylenol like a muthufuka; scott moyer; buckets and baskets; 9876543210; 3 and 5 and 7 and 9; crnb"
"Gone Girl","SZA",1,2022,12,9,892,0,"65362788",3,17,"2",0,"0",150,"F","Major",43,42,44,57,0,15,6,"sza","SZA","United States","Jersey; United States","soul; electronic; rnb; alternative rnb; female vocalists; Neo-Soul; alternative; american; seen live; Hip-Hop; indie; r&b; Neo Soul; tde; glitter trap; pop; trap; wonky; electronica; dream pop; synthpop; female vocalist; Missouri; rhythm & blues; future rnb; trip-hop; female; downtempo; singer-songwriter; 10s; new jersey; st louis; r'n'b; contemporary rnb; contemporary r&b; sza; perfect vocalists; rap; ambient; experimental; USA; urban; Psychedelic Soul; funk; underground hip-hop; psychedelic; Dreamy; ethereal; f; wishlist; jazzy; queer; rhythm and blues; chillwave; pop rap; 2010s; songwriting; witch house; us; america; alternative soul; All; disappointing; cloud rap; Pussy; neosoul; list; kendrick lamar; saint louis; scorpio; to try; electro soul; Maplewood; newbreed; futuregaze; indie soul; Popstep; rhythm'n'blues; again; jay rock; neo-sul; schoolboy q; Ab-Soul; soultronica; 2 times; isaiah rashad; musical journey to the ends of time; hameryka; underground soul; robertitus coleccion; glyph; best curls; alternative rhythm and blues; alternative R&B; eats tylenol like a muthufuka; scott moyer; buckets and baskets; 9876543210; 3 and 5 and 7 and 9; crnb"
"Kiss Me More (feat. SZA)","SZA, Doja Cat",2,2021,4,9,15867,0,"1575467011",382,65,"497",0,"12",111,"G#","Major",77,74,66,30,0,13,3,NA,NA,NA,NA,NA
"Used (feat. Don Toliver)","SZA, Don Toliver",2,2022,12,8,1042,0,"94005786",7,29,"3",0,"0",150,"A#","Minor",73,71,69,53,0,32,9,NA,NA,NA,NA,NA
"Ghost in the Machine (feat. Phoebe Bridgers)","SZA, Phoebe Bridgers",2,2022,12,9,1634,0,"110073250",16,20,"4",0,"0",125,"F#","Major",62,59,43,84,3,11,5,NA,NA,NA,NA,NA
"Open Arms (feat. Travis Scott)","SZA, Travis Scott",2,2022,12,8,1420,4,"155653938",13,87,"17",0,"46",78,"A","Major",67,22,59,76,1,15,16,NA,NA,NA,NA,NA
"VIBE (feat. Jimin of BTS)","TAEYANG, Jimin",2,2023,1,13,415,2,"152850295",15,40,"21",1,"15",100,"","Major",79,60,68,7,0,26,4,NA,NA,NA,NA,NA
"Shoong! (feat. LISA of BLACKPINK)","TAEYANG, Lisa",2,2023,4,25,351,9,"76910644",16,90,"10",0,"64",110,"B","Minor",76,26,70,1,0,41,6,NA,NA,NA,NA,NA
"MOJABI GHOST","Tainy, Bad Bunny",2,2023,6,29,859,40,"61245289",35,109,"41",14,"211",122,"F#","Minor",81,74,71,14,0,56,4,NA,NA,NA,NA,NA
"Rara Vez","Taiu, Milo j",2,2023,2,8,893,38,"248088961",19,23,"24",3,"88",120,"F","Minor",84,96,71,18,0,34,17,NA,NA,NA,NA,NA
"she's all i wanna be","Tate McRae",1,2022,2,4,2711,0,"343197054",105,12,"51",0,"12",160,"D","Minor",61,65,64,1,0,12,4,NA,NA,NA,NA,NA
"you broke me first","Tate McRae",1,2020,4,17,6638,0,"1180094974",167,19,"318",0,"1",124,"E","Major",64,8,37,79,0,9,5,NA,NA,NA,NA,NA
"This Love (Taylorï¿½ï¿½ï¿½s Ve","Taylor Swift",1,2022,5,6,1492,0,"132171975",26,2,"15",0,"2",144,"E","Major",47,7,50,32,0,7,4,"taylor swift","Taylor Swift","United States","United States","country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; Love; 00s; contemporary country; USA; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; World Music; sunflower; Skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; Awesome; sweet; synthpop; Favorite; Female country; legend; talented; love story; 2000s; lovely"
"august","Taylor Swift",1,2020,7,24,7324,22,"607123776",25,81,"61",1,"44",90,"F","Major",51,42,61,53,0,9,3,"taylor swift","Taylor Swift","United States","United States","country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; Love; 00s; contemporary country; USA; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; World Music; sunflower; Skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; Awesome; sweet; synthpop; Favorite; Female country; legend; talented; love story; 2000s; lovely"
"All Of The Girls You Loved Before","Taylor Swift",1,2019,8,23,1282,6,"185240616",26,6,"19",0,"5",96,"D","Major",72,40,47,71,0,13,4,"taylor swift","Taylor Swift","United States","United States","country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; Love; 00s; contemporary country; USA; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; World Music; sunflower; Skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; Awesome; sweet; synthpop; Favorite; Female country; legend; talented; love story; 2000s; lovely"
"Would've, Could've, Should've","Taylor Swift",1,2022,10,21,1715,0,"177503916",4,5,"8",0,"0",158,"G","Major",48,55,84,43,0,15,12,"taylor swift","Taylor Swift","United States","United States","country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; Love; 00s; contemporary country; USA; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; World Music; sunflower; Skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; Awesome; sweet; synthpop; Favorite; Female country; legend; talented; love story; 2000s; lovely"
"cardigan","Taylor Swift",1,2020,7,24,7923,29,"812019557",106,112,"142",4,"215",130,"","Minor",61,53,58,55,0,27,4,"taylor swift","Taylor Swift","United States","United States","country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; Love; 00s; contemporary country; USA; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; World Music; sunflower; Skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; Awesome; sweet; synthpop; Favorite; Female country; legend; talented; love story; 2000s; lovely"
"Enchanted (Taylor's Version)","Taylor Swift",1,2023,7,7,148,24,"39578178",32,93,"8",2,"5",82,"G#","Major",51,22,53,1,0,15,3,"taylor swift","Taylor Swift","United States","United States","country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; Love; 00s; contemporary country; USA; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; World Music; sunflower; Skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; Awesome; sweet; synthpop; Favorite; Female country; legend; talented; love story; 2000s; lovely"
"Enchanted","Taylor Swift",1,2010,1,1,4564,16,"621660989",24,101,"113",0,"40",164,"G#","Major",45,24,62,8,0,16,3,"taylor swift","Taylor Swift","United States","United States","country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; Love; 00s; contemporary country; USA; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; World Music; sunflower; Skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; Awesome; sweet; synthpop; Favorite; Female country; legend; talented; love story; 2000s; lovely"
"Hits Different","Taylor Swift",1,2023,5,26,547,0,"68616963",15,15,"6",0,"0",106,"F","Major",67,24,78,15,0,30,4,"taylor swift","Taylor Swift","United States","United States","country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; Love; 00s; contemporary country; USA; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; World Music; sunflower; Skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; Awesome; sweet; synthpop; Favorite; Female country; legend; talented; love story; 2000s; lovely"
"Maroon","Taylor Swift",1,2022,10,21,2304,0,"317726339",12,16,"14",0,"0",108,"G","Major",64,4,40,6,0,10,6,"taylor swift","Taylor Swift","United States","United States","country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; Love; 00s; contemporary country; USA; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; World Music; sunflower; Skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; Awesome; sweet; synthpop; Favorite; Female country; legend; talented; love story; 2000s; lovely"
"Donï¿½ï¿½ï¿½t Bl","Taylor Swift",1,2017,11,8,4875,23,"685032533",19,45,"0",0,"10",136,"A","Minor",62,19,53,11,0,6,4,"taylor swift","Taylor Swift","United States","United States","country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; Love; 00s; contemporary country; USA; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; World Music; sunflower; Skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; Awesome; sweet; synthpop; Favorite; Female country; legend; talented; love story; 2000s; lovely"
"Labyrinth","Taylor Swift",1,2022,10,21,1597,0,"187339835",6,3,"15",0,"0",110,"","Major",48,15,31,80,22,12,4,"taylor swift","Taylor Swift","United States","United States","country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; Love; 00s; contemporary country; USA; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; World Music; sunflower; Skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; Awesome; sweet; synthpop; Favorite; Female country; legend; talented; love story; 2000s; lovely"
"You're On Your Own, Kid","Taylor Swift",1,2022,10,21,2537,2,"348647203",8,18,"20",0,"1",120,"D","Major",69,40,39,41,0,13,6,"taylor swift","Taylor Swift","United States","United States","country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; Love; 00s; contemporary country; USA; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; World Music; sunflower; Skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; Awesome; sweet; synthpop; Favorite; Female country; legend; talented; love story; 2000s; lovely"
"Lover","Taylor Swift",1,2012,1,1,8448,23,"882831184",160,110,"163",0,"5",206,"G","Major",43,50,55,50,0,15,10,"taylor swift","Taylor Swift","United States","United States","country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; Love; 00s; contemporary country; USA; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; World Music; sunflower; Skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; Awesome; sweet; synthpop; Favorite; Female country; legend; talented; love story; 2000s; lovely"
